"Dis.No" "Year" "Seq" "Glide" "Disaster.Group" "Disaster.Subgroup" "Disaster.Type" "Disaster.Subtype" "Disaster.Subsubtype" "Event.Name" "Country" "ISO" "Region" "Continent" "Location" "Origin" "Associated.Dis" "Associated.Dis2" "OFDA.Response" "Appeal" "Declaration" "AID.Contribution...000.US.." "Dis.Mag.Value" "Dis.Mag.Scale" "Latitude" "Longitude" "Local.Time" "River.Basin" "Start.Year" "Start.Month" "Start.Day" "End.Year" "End.Month" "End.Day" "Total.Deaths" "No.Injured" "No.Affected" "No.Homeless" "Total.Affected" "Reconstruction.Costs...000.US.." "Reconstruction.Costs..Adjusted...000.US.." "Insured.Damages...000.US.." "Insured.Damages..Adjusted...000.US.." "Total.Damages...000.US.." "Total.Damages..Adjusted...000.US.." "CPI" "Adm.Level" "Admin1.Code" "Admin2.Code" "Geo.Locations"
"2018-9277-HND" 2018 9277 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Honduras" "HND" "Central America" "Americas" "" "El Nino" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2018 6 NA 2019 3 NA NA NA 360000 NA 360000 NA NA NA NA NA NA 92.6696698 "" "" "" ""
"2018-0360-HTI" 2018 360 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Haiti" "HTI" "Caribbean" "Americas" "Port-de-Paix, Gros-Morne, Saint-Louis-du-Nor" "" "" "" "" "" "" NA 6 "Richter" "20.034" "-73.013" "20:12" "" 2018 10 6 2018 10 6 17 421 38915 NA 39336 NA NA NA NA NA NA 92.6696698 "2" "" "17167;17185;17186" "Gros Morne, Port De Paix, Saint Louis Du Nord (Adm2)."
"2018-0031-IDN" 2018 31 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Jakarta, Sukabumi, Bogor , Bogor city (Java), Cianjur, Lebak, Pandeglang, Serang (Banten)" "" "" "" "" "" "" NA 6 "Richter" "-7.196" "105.918" "14:00" "" 2018 1 23 2018 1 23 1 11 13800 NA 13811 NA NA NA NA 80000 86328 92.6696698 "1;2" "1516" "18008;18010;18016;18020;18022;18024;18026" "Dki Jakarta (Adm1). Bogor, Cianjur, Kota Bogor, Lebak, Pandeglang, Serang, Sukabumi (Adm2)."
"2018-0254-IDN" 2018 254 "EQ-2018-000122" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "North Lombok, East Lombok, West Lombok, Central Lombok, Mataram districts (West Nusa Tenggara province)" "" "" "" "" "" "" NA 6 "Richter" "-8.274" "116.491" "05:47" "" 2018 7 29 2018 7 29 14 135 102717 NA 102852 NA NA NA NA 29000 31294 92.6696698 "2" "" "18145;18146;18147;73736" "Kota Mataram, Lombok Barat, Lombok Tengah, Lombok Timur (Adm2)."
"2018-0302-IDN" 2018 302 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Lombok Isl." "" "" "" "" "" "" NA 7 "Richter" "-8.325" "116.577" "" "" 2018 8 19 2018 8 19 10 24 755 NA 779 NA NA NA NA 5000 5396 92.6696698 "2" "" "18145;18146;18147;73736" "Kota Mataram, Lombok Barat, Lombok Tengah, Lombok Timur (Adm2)."
"2018-0016-IDN" 2018 16 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Mt. Agung" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "" "" "" "" "" "" "" NA NA "" "" "" "" "" 2018 1 14 2018 1 14 NA NA 50000 NA 50000 NA NA NA NA NA NA 92.6696698 "" "" "" ""
"2018-0119-IND" 2018 119 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "India" "IND" "Southern Asia" "Asia" "Tamil nadu" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2018 3 10 2018 3 10 17 NA NA NA NA NA NA NA NA NA NA 92.6696698 "1" "1508" "" "Tamil Nadu (Adm1)."
"2018-9372-IND" 2018 9372 "" "Natural" "Climatological" "Drought" "Drought" "" "" "India" "IND" "Southern Asia" "Asia" "Karnataka, Maharashtra states" "Por rainfall" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2018 9 NA 2019 6 NA NA NA 8200000 NA 8200000 NA NA NA NA 1100000 1187012 92.6696698 "1" "1494;1498" "" "Karnataka, Maharashtra (Adm1)."
"2018-0281-IRN" 2018 281 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Tazeh Abad district (Kermanshah)" "" "" "" "" "" "" NA 6 "Richter" "34.645" "46.179" "14:37" "" 2018 7 22 2018 7 22 NA 287 4755 NA 5042 NA NA NA NA 10000 10791 92.6696698 "2" "" "40980" "Javanrud (Adm2)."
"2018-0310-IRN" 2018 310 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Near Javanroud (Kermanshah province)" "" "" "" "" "" "" NA 6 "Richter" "34.663" "46.277" "02:43" "" 2018 8 26 2018 8 26 2 255 10000 3000 13255 NA NA NA NA NA NA 92.6696698 "2" "" "40980" "Javanrud (Adm2)."
"2018-0426-IRN" 2018 426 "2017-000415" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Sarpol-e Zahab (Kermanshah province)" "" "" "" "" "" "" NA 6 "Richter" "34.304" "45.74" "20:07" "" 2018 11 25 2018 11 25 NA 716 NA NA 716 NA NA NA NA 10000 10791 92.6696698 "2" "" "41087" "Sar-e pol-e zahab (Adm2)."
"2018-0183-JPN" 2018 183 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Japan" "JPN" "Eastern Asia" "Asia" "Hyogo, Kyoto, Nara, Osaka Prefectures" "" "" "" "" "" "" NA 6 "Richter" "34.826" "135.64" "07:58" "" 2018 6 18 2018 6 18 5 417 20298 NA 20715 NA NA NA NA 3250000 3507081 92.6696698 "1" "1662;1671;1677;1682" "" "Hyoogo, Kyooto, Nara, Oosaka (Adm1)."
"2018-9187-LTU" 2018 9187 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Lithuania" "LTU" "Northern Europe" "Europe" "" "" "" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2018 5 NA 2018 6 NA NA NA NA NA NA NA NA NA NA NA NA 92.6696698 "" "" "" ""
"2018-0315-MEX" 2018 315 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Mexico" "MEX" "Central America" "Americas" "Oaxaca" "" "" "" "" "" "" NA 7 "Richter" "16.646" "-97.653" "17:39" "" 2018 2 16 2018 2 16 NA 4 3000 NA 3004 NA NA NA NA NA NA 92.6696698 "1" "2047" "" "Oaxaca (Adm1)."
"2018-0154-MMR" 2018 154 "" "Natural" "Geophysical" "Mass movement (dry)" "Landslide" "" "" "Myanmar" "MMR" "South-Eastern Asia" "Asia" "Hpakant (Kachine state)" "" "" "" "" "" "" NA NA "" "" "" "" "" 2018 5 4 2018 5 4 17 NA NA NA NA NA NA NA NA NA NA 92.6696698 "2" "" "41789" "Myitkyina (Adm2)."
"2018-9469-MRT" 2018 9469 "DR-2018-000063" "Natural" "Climatological" "Drought" "Drought" "" "" "Mauritania" "MRT" "Western Africa" "Africa" "" "Irregular seasonal rainfall in 2017" "" "" "Yes" "" "" NA NA "Km2" "" "" "" "" 2018 3 NA 2019 12 NA NA NA 350600 NA 350600 NA NA NA NA NA NA 92.6696698 "2" "" "19494;19503;19508" "Barkeol, Maghta Lahjar, Monguel (Adm2)."
"2018-9277-NIC" 2018 9277 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Nicaragua" "NIC" "Central America" "Americas" "" "El Nino" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2018 6 NA 2019 3 NA NA NA 300000 NA 300000 NA NA NA NA NA NA 92.6696698 "1" "2187;2188;2189;2190;2191;2193;2194;2195;2196;2197;2198;2199;2201" "" "Boaco, Carazo, Chinandega, Chontales, Esteli, Jinotega, Leon, Madriz, Managua, Masaya, Matagalpa, Nueva Segovia, Rivas (Adm1)."
"2018-9277-PAN" 2018 9277 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Panama" "PAN" "Central America" "Americas" "" "El NIno" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2018 6 NA 2019 3 NA NA NA NA NA NA NA NA NA NA 72000 77695 92.6696698 "" "" "" ""
"2018-0011-PER" 2018 11 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Peru" "PER" "South America" "Americas" "Yauca, Quicaca, Acari, Jaqui, Lomas districts (Caraveli Province), Rio Grande district (Condesuyos province) (Arequipa department), Sancos district, Lucanas, Pullo district, Parinacochas, Paucar del Sara Sara provinces (Ayacucho department), Nazca district (Nazca province-Ica department)" "" "" "" "" "" "" NA 7 "Richter" "-15.759" "74.71" "04:18" "" 2018 1 14 2018 1 14 2 139 7885 1295 9319 NA NA NA NA NA NA 92.6696698 "2" "" "24041;24044;24053;24054;24055;24105" "Caravel??, Condesuyos, Lucanas, Nazca, Parinacochas, Paucar del Sara Sara (Adm2)."
"2018-0014-PHL" 2018 14 "VO-2018-000005" "Natural" "Geophysical" "Volcanic activity" "Lava flow" "" "Mt. Mayon" "Philippines (the)" "PHL" "South-Eastern Asia" "Asia" "Bacacay, Daraga, Legazpi, Ligao, Santo Domingo, Tabao, Camalig, Guinobatan, Malilipot municipalities (Bicol region, Albay province)" "" "" "" "Yes" "" "Yes" NA NA "" "" "" "" "" 2018 1 13 2018 3 6 NA NA 86056 NA 86056 NA NA NA NA 3564 3846 92.6696698 "2" "" "24240" "Albay (Adm2)."
"2018-0316-PNG" 2018 316 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Papua New Guinea" "PNG" "Melanesia" "Oceania" "South Highlands" "" "" "" "" "" "" NA NA "Richter" "-6.307" "142.62" "05:56" "" 2018 3 5 2018 3 5 11 NA NA NA NA NA NA NA NA NA NA 92.6696698 "1" "2305" "" "Southern Highlands (Adm1)."
"2018-0317-PNG" 2018 317 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Papua New Guinea" "PNG" "Melanesia" "Oceania" "Hela (South Highlands)" "" "" "" "" "" "" NA 7 "Richter" "-6.294" "142.607" "00:13" "" 2018 3 7 2018 3 7 25 NA NA NA NA NA NA NA NA NA NA 92.6696698 "1" "2305" "" "Southern Highlands (Adm1)."
"2018-0017-PNG" 2018 17 "VO-2018-000002" "Natural" "Geophysical" "Volcanic activity" "" "" "" "Papua New Guinea" "PNG" "Melanesia" "Oceania" "Manot, Taragauo, Dong Sarakbano, Niukatnam, Rumgio (Kadovar islands)" "" "" "" "" "" "" NA NA "" "" "" "" "" 2018 1 5 2018 1 6 NA NA 736 NA 736 NA NA NA NA NA NA 92.6696698 "2" "" "37488" "Wewak (Adm2)."
"2018-9187-POL" 2018 9187 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Poland" "POL" "Eastern Europe" "Europe" "" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2018 6 NA 2018 7 NA NA NA NA NA NA NA NA NA NA NA NA 92.6696698 "" "" "" ""
"2019-0322-JPN" 2019 322 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Japan" "JPN" "Eastern Asia" "Asia" "Yamagata, Miyagi, Niigata,Ishikawa (Honshu Island)" "" "Slide (land, mud, snow, rock)" "" "" "" "" NA 6 "Richter" "38.637" "139.48" "" "" 2019 6 18 2019 6 18 NA 28 432 NA 460 NA NA NA NA NA NA 94.3490925 "1" "1664;1673;1678;1695" "" "Isikawa, Miyagi, Niigata, Yamagata (Adm1)."
"2019-0334-IDN" 2019 334 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "North Maluku Province" "" "Tsunami/Tidal wave" "" "" "" "Yes" NA 7 "Richter" "-0.586" "128.034" "" "" 2019 7 14 2019 7 14 8 134 5790 5880 11804 NA NA NA NA NA NA 94.3490925 "1" "73616" "" "Maluku Utara (Adm1)."
"2019-9145-KEN" 2019 9145 "DR-2019-000024" "Natural" "Climatological" "Drought" "Drought" "" "" "Kenya" "KEN" "Eastern Africa" "Africa" "West Pokot, Tharaka Nithi, Samburu, Nyeri (Kieni), Marsabit, Mandera, Lamu, Laikipia, Kitui, Kilifi, Isiolo, Garissa, Embu, Baringo, Turkana, Wajir" "Two consecutive poor rainy seasons" "Food shortage" "" "Yes" "" "" NA NA "Km2" "" "" "" "" 2019 1 NA 2019 9 NA NA NA 2600000 NA 2600000 NA NA NA NA NA NA 94.3490925 "2" "" "51338;51340;51342;51347;51348;51349;51352;51359;51361;51363;51364;51377;51384;51389;51392;51394" "Baringo, Embu, Garissa, Isiolo, Kilifi, Kitui, Laikipia, Lamu, Mandera, Marsabit, Nyeri, Samburu, Tharaka, Turkana, Wajir, West Pokot (Adm2)."
"2019-9023-PAK" 2019 9023 "DR-2018-000428" "Natural" "Climatological" "Drought" "" "" "" "Pakistan" "PAK" "Southern Asia" "Asia" "Thatta, Dadu, Sanghar, Tharparkar, Umerkot, Kambar Shadadkot, Jamshoro, Badin distrcits (Sindh province ); Pishin, Killa Abdullah, Noshki, Chaghi, Kharan, Washuk, Panjgur, Kech, Jhal Magsi, Awaran, Zhob, Jaffarabad, Barkhan, Quetta, Killah Saifullah, Kohlu, Naseerabad, Kachhi districts (Balochistan province)" "El Nino and the decrease in the amount of rainfall during monsoon season" "Food shortage" "" "Yes" "" "" NA NA "Km2" "" "" "" "" 2019 1 NA 2019 12 NA 77 NA 4680912 NA 4680912 NA NA NA NA NA NA 94.3490925 "2" "" "23614;23619;23621;23625;23627;23681;23682;23687;23689;23693;40289;40290;40291;40295;40296;40298;40301;40302;40308;40310;40313;40405;40407" "Awaran District, Badin District, Barkhan District, Bolan District, Chagai District, Dadu District, Jaffarabad District, Jhal Magsi District, Kech District, Kharan District, Killa Abdullah District, Killa Saifullah District, Kohlu District, Larkana District, Nasirabad District, Panjgur District, Pishin District, Quetta District, Sanghar District, Tharparkar District, Thatta District, Umer Kot District, Zhob District (Adm2)."
"2019-9076-PRK" 2019 9076 "DR-2019-000042" "Natural" "Climatological" "Drought" "Drought" "" "" "Korea (the Democratic People's Republic of)" "PRK" "Eastern Asia" "Asia" "" "Prolonged dry spells, with erratic high temperatures and floods," "Food shortage" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2019 1 NA 2019 2 NA NA NA 10100000 NA 10100000 NA NA NA NA NA NA 94.3490925 "" "" "" ""
"2019-0085-IDN" 2019 85 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "West Sumatra province" "" "" "" "" "" "" NA 5 "Richter" "-1.301" "101.601" "" "" 2019 2 28 2019 2 28 NA 48 1715 NA 1763 NA NA NA NA NA NA 94.3490925 "1" "1535" "" "Sumatera Barat (Adm1)."
"2019-0109-IDN" 2019 109 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Indonesia" "IDN" "South-Eastern Asia" "Asia" "Lombok Isl. (West Nusa Tenggara)" "" "" "" "" "" "" NA 6 "Richter" "-8.418" "116.52" "15:07" "" 2019 3 17 2019 3 17 9 45 1250 NA 1295 NA NA NA NA NA NA 94.3490925 "2" "" "18145;18146;18147;73736" "Kota Mataram, Lombok Barat, Lombok Tengah, Lombok Timur (Adm2)."
"2019-0299-IRN" 2019 299 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Iran (Islamic Republic of)" "IRN" "Southern Asia" "Asia" "Masjed Soleyman City (Khuzestan Province)" "" "" "" "" "" "" NA 6 "Richter" "31.775" "49.542" "" "" 2019 7 8 2019 7 8 1 100 NA 2000 2100 NA NA NA NA NA NA 94.3490925 "2" "" "41032" "Masjed-e soleiman (Adm2)."
"2019-0149-KOR" 2019 149 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Korea (the Republic of)" "KOR" "Eastern Asia" "Asia" "Gangwon province" "" "" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2019 4 4 2019 4 5 1 35 3000 NA 3035 NA NA NA NA NA NA 94.3490925 "1" "2437" "" "Kang-won-do (Adm1)."
"2019-0243-PER" 2019 243 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Peru" "PER" "South America" "Americas" "Libertad, Loreto, Cajamarca, San Martín department" "" "" "" "" "" "Yes" NA 8 "Richter" "-5.812" "-75.27" "02:41" "" 2019 5 26 2019 5 26 2 15 4257 NA 4272 NA NA NA NA NA NA 94.3490925 "1" "2333;2340;2343;2349" "" "Cajamarca, La Libertad, Loreto, San Martin (Adm1)."
"2019-0162-PHL" 2019 162 "EQ-2019-000036" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Philippines (the)" "PHL" "South-Eastern Asia" "Asia" "Castillejos (Zambales)" "" "" "" "" "" "" NA 6 "Richter" "14.99" "120.35" "17:11" "" 2019 4 22 2019 4 22 25 282 15273 NA 15555 NA NA NA NA 50000 52995 94.3490925 "2" "" "24225" "Zambales (Adm2)."
"2019-9137-PHL" 2019 9137 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Philippines (the)" "PHL" "South-Eastern Asia" "Asia" "MIMAROPA Region, Region IX, Region XII, BARMM, Metro Manilla" "El Nino" "" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2019 3 NA 2019 4 NA NA NA 16000 NA 16000 NA NA NA NA NA NA 94.3490925 "1;2" "67156;67159;67162" "24210;24230;24231;24232;24233;24236" "Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region XII (Soccsksargen) (Adm1). Marinduque, Metropolitan Manila, Mindoro Occidental, Mindoro Oriental, Palawan, Romblon (Adm2)."
"2019-0271-PNG" 2019 271 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Papua New Guinea" "PNG" "Melanesia" "Oceania" "New Ireland, New Britain, Duke of York Islands" "" "" "" "" "" "" NA 8 "Richter" "-4.051" "152.6" "" "" 2019 5 14 2019 5 14 NA 1 650 NA 651 NA NA NA NA NA NA 94.3490925 "1" "2292;2302;2306" "" "East New Britain, New Ireland, West New Britain (Adm1)."
"2019-0298-PNG" 2019 298 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Mount Ulawun and Manam" "Papua New Guinea" "PNG" "Melanesia" "Oceania" "West New Britain" "" "" "" "" "" "" NA NA "" "" "" "" "" 2019 6 28 2019 6 28 NA NA 15800 NA 15800 NA NA NA NA NA NA 94.3490925 "1" "2306" "" "West New Britain (Adm1)."
"2015-0621-COL" 2015 621 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Colombia" "COL" "South America" "Americas" "Nariño, Tolima, and Valle del Cauca department" "Drought, El Nino" "" "" "Yes" "" "" NA NA "Km2" "" "" "" "" 2015 7 NA 2015 10 NA 11 NA 119000 NA 119000 NA NA NA NA NA NA 87.46993221 "1" "955;963;964" "" "Narino, Tolima, Valle Del Cauca (Adm1)."
"2016-0483-SLB" 2016 483 "EQ-2016-000128" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Solomon Islands" "SLB" "Melanesia" "Oceania" "Malaita, Makira-Ulawa, Temotu provinces" "" "Tsunami/Tidal wave" "" "" "" "" NA 8 "Richter" "-10.676" "161.33" "04.39" "" 2016 12 8 2016 12 8 NA 1 9769 NA 9770 NA NA NA NA NA NA 88.57345288 "2" "" "25652" "Administrative unit not available (Adm2)."
"2016-0329-TZA" 2016 329 "EQ-2016-000098" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Tanzania, United Republic of" "TZA" "Eastern Africa" "Africa" "Bukoba, Karagwe, Missenyi district (Kagera province)" "" "" "" "" "" "" NA 6 "Richter" "1.036" "31.618" "15.27" "" 2016 9 10 2016 9 10 17 440 139161 NA 139601 NA NA NA NA 458000 517085 88.57345288 "2" "" "48404;48405;115034;115102" "Bukoba Rural, Bukoba Urban, Karagwe, Missenyi (Adm2)."
"2016-0329-UGA" 2016 329 "EQ-2016-000098" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Uganda" "UGA" "Eastern Africa" "Africa" "Minziro, Kanabulemu parish (Kakuuto district, Rakai province)" "" "" "" "" "" "" NA 6 "Richter" "-1.036" "31.618" "" "" 2016 9 10 2016 9 10 4 NA NA 590 590 NA NA NA NA NA NA 88.57345288 "2" "" "28525" "Kakuuto (Adm2)."
"2016-0493-USA" 2016 493 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Cushing (Oklahoma)" "" "" "" "" "" "" NA 5 "Richter" "35.991" "-96.803" "" "" 2016 11 7 2016 11 7 NA NA 120 NA 120 NA NA NA NA 20000 22580 88.57345288 "1" "3250" "" "Oklahoma (Adm1)."
"2016-0463-USA" 2016 463 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Gatlinburg city (Sevier district, Tennessee province)" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2016 11 NA 2016 12 31 14 191 NA 6383 6574 NA NA 600000 677404 1200000 1354808 88.57345288 "2" "" "31182" "Sevier (Adm2)."
"2017-0280-TUR" 2017 280 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Turkey" "TUR" "Western Asia" "Asia" "Bodrum" "" "Tsunami/Tidal wave" "" "" "" "" NA 7 "Richter" "" "" "01:31" "" 2017 7 21 2017 7 21 NA 360 NA NA 360 NA NA NA NA NA NA 90.46017931 "2" "" "28133" "Bodrum (Adm2)."
"2017-0329-TUN" 2017 329 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Tunisia" "TUN" "Northern Africa" "Africa" "Jendouba Governorate (Ain Draham, Fernana), Bizerte (Sejnane and Ghezala)" "" "Heat wave" "" "" "" "" NA NA "Km2" "" "" "" "" 2017 7 29 2017 8 7 NA NA 2000 NA 2000 NA NA NA NA NA NA 90.46017931 "2" "" "39268;39275;39299;39302" "Ain Draham, Fernana, Ghazala, Sejnane (Adm2)."
"2017-9342-TCD" 2017 9342 "OT-2017-000114" "Natural" "Climatological" "Drought" "Drought" "" "" "Chad" "TCD" "Middle Africa" "Africa" "Chari Baguimi, Guera, Lac, Kanem, Wadi Fira" "" "Food shortage" "" "" "" "" NA NA "Km2" "" "" "" "" 2017 3 NA 2017 5 NA NA NA 1886800 NA 1886800 NA NA NA NA NA NA 90.46017931 "1" "870;873;875;12910;12915" "" "Baguirmi, Biltine, Guera, Kanem, Lac (Adm1)."
"2017-9580-CPV" 2017 9580 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Cabo Verde" "CPV" "Western Africa" "Africa" "" "Lack if rainfall" "Food shortage" "" "Yes" "" "" NA NA "Km2" "" "" "" "" 2017 11 NA 2017 12 NA NA NA 70000 NA 70000 NA NA NA NA NA NA 90.46017931 "" "" "" ""
"2017-9088-ZWE" 2017 9088 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Zimbabwe" "ZWE" "Eastern Africa" "Africa" "" "Erratic rainfall and prolonged drought conditions exacerbated by El Niño disrupted the 2015/201" "Famine" "" "Yes" "" "" NA NA "Km2" "" "" "" "" 2017 2 NA 2020 3 NA NA NA 6900000 NA 6900000 NA NA NA NA NA NA 90.46017931 "" "" "" ""
"2017-0252-USA" 2017 252 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "Wall Fire, Alamo Fire, Whittier Fire" "United States of America (the)" "USA" "Northern America" "Americas" "Butte (Oroville), San Luis Obispo, Santa Barbara (California)" "Weather" "" "" "" "" "Yes" NA 190 "Km2" "" "" "" "" 2017 7 6 2017 7 10 NA NA 9 147 156 NA NA NA NA NA NA 90.46017931 "2" "" "28868;28904;28906" "Butte, San Luis Obispo, Santa Barbara (Adm2)."
"2017-0434-USA" 2017 434 "" "Natural" "Climatological" "Wildfire" "Land fire (Brush, Bush, Pasture)" "" "Tubbs, Atlas, Nuns Fires" "United States of America (the)" "USA" "Northern America" "Americas" "Napa, Sonoma, Mendocino, Lake, Solano, Butte, Yuba, Nevada, Humboldt, Calavaras, Orange counties (California)" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2017 6 1 2017 12 31 43 185 NA 9000 9185 NA NA 9600000 10612404 13000000 14370964 90.46017931 "2" "" "28868;28869;28876;28881;28887;28892;28893;28894;28912;28913;28922" "Butte, Calaveras, Humboldt, Lake, Mendocino, Napa, Nevada, Orange, Solano, Sonoma, Yuba (Adm2)."
"2017-9550-USA" 2017 9550 "" "Natural" "Climatological" "Drought" "Drought" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Upper Midwest, Northern Rockies and parts of the West; North Dakota, South Dakota and Montana." "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2017 3 1 2017 12 31 NA NA NA NA NA NA NA 1900000 2100372 2500000 2763647 90.46017931 "1" "3216;3218;3219;3226;3229;3236;3237;3240;3242;3243;3245;3248;3251;3255;3258;3261;3263;3264" "" "Arizona, California, Colorado, Idaho, Iowa, Michigan, Minnesota, Montana, Nevada, New Hampshire, New Mexico, North Dakota, Oregon, South Dakota, Utah, Washington, Wisconsin, Wyoming (Adm1)."
"2017-0511-USA" 2017 511 "" "Natural" "Climatological" "Wildfire" "" "" "'Thomas'" "United States of America (the)" "USA" "Northern America" "Americas" "Ventura, Santa Barbara, Los Angeles, San Diego, Riverside counties (California)" "Droght, winds" "" "" "" "" "Yes" NA 1102 "Km2" "" "" "" "" 2017 12 4 2017 12 31 2 2 NA 2961 2963 NA NA 1700000 1879280 2200000 2432009 90.46017931 "2" "" "28883;28897;28901;28906;28920" "Los Angeles, Riverside, San Diego, Santa Barbara, Ventura (Adm2)."
"2017-0394-VUT" 2017 394 "VO-2017-000140" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Mt Monaro" "Vanuatu" "VUT" "Melanesia" "Oceania" "Ambae, Ni-Vanuatu island" "" "" "" "" "" "Yes" NA NA "" "" "" "" "" 2017 9 23 2017 10 2 NA NA 11000 NA 11000 NA NA NA NA NA NA 90.46017931 "1" "3297" "" "Penama (Adm1)."
"2017-9211-ZAF" 2017 9211 "" "Natural" "Climatological" "Drought" "Drought" "" "" "South Africa" "ZAF" "Southern Africa" "Africa" "Cap town, Cap occidental, Cap oriental, North Cap." "" "" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2017 5 NA 2018 6 NA NA NA NA NA NA NA NA NA NA 1200000 1326551 90.46017931 "1" "2714;77310;77315" "" "Eastern Cape, Northern Cape, Western Cape (Adm1)."
"2017-0547-ZAF" 2017 547 "" "Natural" "Climatological" "Wildfire" "" "" "Knysna fire" "South Africa" "ZAF" "Southern Africa" "Africa" "Knysna (Eden)" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2017 6 7 2017 6 13 9 NA NA 5500 5500 NA NA 200000 221092 420000 464293 90.46017931 "2" "" "77349" "Eden District Municipality (Adm2)."
"2017-0297-MNE" 2017 297 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Montenegro" "MNE" "Southern Europe" "Europe" "Lustica (Tivat), Kotor, Tivat, Herceg Novi" "" "" "" "" "Yes" "" NA NA "Km2" "" "" "" "" 2017 7 16 2017 7 18 NA NA 200 NA 200 NA NA NA NA NA NA 90.46017931 "1" "25357;25359;25368" "" "Herceg Novi, Kotor, Tivat (Adm1)."
